음식이름,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,원산지국코드,품목제조보고번호,데이터생성방법코드,제공기관코드,표본개수
양송이컵스프,425.0,,5.0,15.0,,65.0,25.0,,,,,,2050.0,,,,,,,,,25.0,10.0,0.0,,3.0,,,2.0,1471000.0,1
양송이크림스프,99.66666666666667,,1.545,7.048333333333333,,7.403333333333333,1.7566666666666668,,,,,,308.5,,,,,,,,,16.898333333333333,4.588333333333334,0.08833333333333333,,3.0,,,2.0,1471000.0,6
양송이하이라이스덮밥,101.0,,4.94,1.57,,15.73,1.12,,,,,,0.0,,,,,,,,,0.23,0.23,0.23,,3.0,,,2.0,1471000.0,1
양송이흑임자죽밀키트,63.0,,2.08,0.9550000000000001,,11.24,0.145,,,,,,4.5,,,,,,,,,0.0,0.105,0.0,,3.0,,,2.0,1471000.0,2
양장피샐러드,106.0,,5.66,2.64,,15.47,3.4,,,,,,294.0,,,,,,,,,33.96,0.42,0.0,,3.0,,,2.0,1471000.0,1
양주식볶음밥,174.0,,4.4,2.8,,32.8,0.8,,,,,,422.0,,,,,,,,,21.6,0.68,0.0,,3.0,,,2.0,1471000.0,1
양지만둣국,13.0,,0.96,0.82,,0.59,0.13,,,,,,107.0,,,,,,,,,4.74,0.21,0.01,,3.0,,,2.0,1471000.0,1
양지사골죽,56.0,,1.4,0.4,,11.8,0.0,,,,,,130.0,,,,,,,,,3.0,0.2,0.0,,3.0,,,2.0,1471000.0,1
양지소고기무국,18.0,,2.0,0.3,,1.75,1.75,,,,,,258.0,,,,,,,,,7.5,0.18,0.0,,3.0,,,2.0,1471000.0,1
양지소고기미역국,20.0,,2.33,0.97,,0.5,0.0,,,,,,277.0,,,,,,,,,5.25,0.05,0.0,,3.0,,,2.0,1471000.0,1
양지소고기장조림,54.0,,0.84,0.24,,12.05,4.63,,,,,,576.0,,,,,,,,,0.0,0.04,0.0,,3.0,,,2.0,1471000.0,1
양지쌀국수,104.0,,3.4,0.75,,20.75,1.51,,,,,,921.0,,,,,,,,,7.55,0.15,0.11,,3.0,,,2.0,1471000.0,1
양지알밥단무지,12.0,,0.33,0.2,,2.4,0.0,,,,,,830.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양지우거지해장국,33.0,,1.67,1.33,,3.5,0.83,,,,,,295.0,,,,,,,,,1.67,0.1,0.0,,3.0,,,2.0,1471000.0,1
양지탕,34.0,,2.17,2.3,,1.17,0.39,,,,,,663.0,,,,,,,,,21.04,0.22,0.0,,3.0,,,2.0,1471000.0,1
양탕국밥,65.0,,6.6,3.0,,3.6,0.8,,,,,,266.0,,,,,,,,,15.0,1.2,0.1,,3.0,,,2.0,1471000.0,1
양파,292.0,,8.386666666666667,11.483333333333334,,38.73333333333333,10.733333333333334,,,,,,874.3333333333334,,,,,,,,,7.476666666666667,3.81,0.03333333333333333,,3.0,,,2.0,1471000.0,3
양파김치,25.0,,1.65,0.22,,4.07,1.48,,,,,,664.0,,,,,,,,,0.0,0.03,0.0,,3.0,,,2.0,1471000.0,1
양파볶음밥,218.0,,4.0,12.0,,23.56,3.56,,,,,,467.0,,,,,,,,,15.56,5.33,0.53,,3.0,,,2.0,1471000.0,1
양파볼어묵,139.0,,13.0,1.4,,18.5,6.2,,,,,,427.0,,,,,,,,,16.1,0.3,0.0,,3.0,,,2.0,1471000.0,1
양파사각어묵,155.0,,11.0,2.5,,22.0,6.0,,,,,,830.0,,,,,,,,,32.0,0.5,0.0,,3.0,,,2.0,1471000.0,1
양파어묵사각,155.0,,11.0,2.5,,22.0,6.0,,,,,,830.0,,,,,,,,,32.0,0.5,0.0,,3.0,,,2.0,1471000.0,1
양파줄기김치,25.0,,1.65,0.22,,4.07,1.48,,,,,,664.0,,,,,,,,,0.0,0.03,0.0,,3.0,,,2.0,1471000.0,1
양파후추어묵,103.0,,6.7,1.7,,15.3,5.5,,,,,,399.0,,,,,,,,,4.3,0.3,0.0,,3.0,,,2.0,1471000.0,1
양평서울김치해장국,160.0,,3.49,1.31,,33.62,2.62,,,,,,1725.0,,,,,,,,,0.44,0.44,0.0,,3.0,,,2.0,1471000.0,1
양평서울시래기해장국,162.0,,3.93,1.31,,34.5,2.62,,,,,,729.0,,,,,,,,,0.44,0.44,0.0,,3.0,,,2.0,1471000.0,1
양평서울컵해장국,169.0,,6.9,1.29,,32.33,1.51,,,,,,878.0,,,,,,,,,18.1,0.43,0.0,,3.0,,,2.0,1471000.0,1
양평해장국,33.666666666666664,,4.776666666666666,0.9900000000000001,,1.2933333333333332,0.11,,,,,,293.6666666666667,,,,,,,,,18.056666666666665,0.35333333333333333,0.023333333333333334,,3.0,,,2.0,1471000.0,3
어가어묵,170.0,,12.0,3.0,,24.0,5.0,,,,,,757.0,,,,,,,,,14.0,0.3,0.0,,3.0,,,2.0,1471000.0,1
어남선생진미채김밥,145.5,,4.495,2.73,,25.585,4.3,,,,,,479.5,,,,,,,,,12.5,0.39,0.0,,3.0,,,2.0,1471000.0,2
어니언불고기버거,346.0,,10.63,13.75,,45.0,18.75,,,,,,544.0,,,,,,,,,21.88,5.63,0.0,,3.0,,,2.0,1471000.0,1
어니언불고기주먹밥,186.0,,5.26,3.16,,34.21,3.16,,,,,,529.0,,,,,,,,,5.79,1.68,0.0,,3.0,,,2.0,1471000.0,1
어니언스프,80.0,,2.5999999999999996,3.085,,10.11,6.195,,,,,,373.5,,,,,,,,,12.61,1.815,0.125,,3.0,,,2.0,1471000.0,2
어니언카츠샌드위치,214.0,,6.98,9.77,,24.65,5.12,,,,,,366.0,,,,,,,,,10.7,1.67,0.0,,3.0,,,2.0,1471000.0,1
어니언크림스프,461.0,,5.56,22.22,,61.11,16.67,,,,,,2289.0,,,,,,,,,0.0,13.33,0.0,,3.0,,,2.0,1471000.0,1
어니언톡톡콘샐러드,115.0,,2.0,5.0,,16.0,9.0,,,,,,140.0,,,,,,,,,3.0,0.9,0.0,,3.0,,,2.0,1471000.0,1
어떡어떡,176.5,,9.525,3.745,,26.42,4.25,,,,,,480.0,,,,,,,,,23.05,0.995,0.015,,3.0,,,2.0,1471000.0,2
어랑손만두,165.0,,9.0,6.0,,19.0,1.0,,,,,,430.0,,,,,,,,,5.0,1.8,0.35,,3.0,,,2.0,1471000.0,1
어랑손만두국만두전골,71.0,,5.0,2.6,,7.0,2.0,,,,,,368.0,,,,,,,,,6.0,0.8,0.0,,3.0,,,2.0,1471000.0,1
어른우유,92.0,,2.8,3.0,,13.2,9.6,,,,,,34.0,,,,,,,,,8.0,1.6,0.0,,3.0,,,2.0,1471000.0,1
어른우유믹스너츠,98.0,,2.8,3.2,,14.4,9.2,,,,,,32.0,,,,,,,,,10.0,1.8,0.0,,3.0,,,2.0,1471000.0,1
어른우유흑임자,82.0,,2.0,3.6,,10.4,9.6,,,,,,38.0,,,,,,,,,8.0,1.72,0.0,,3.0,,,2.0,1471000.0,1
어린이김치양념,26.0,,0.8,0.07,,6.63,3.0,,,,,,1.0,,,,,,,,,0.0,0.03,0.0,,3.0,,,2.0,1471000.0,1
어린이주먹밥키트,253.0,,14.12,16.47,,10.59,1.18,,,,,,675.0,,,,,,,,,11.76,5.65,0.0,,3.0,,,2.0,1471000.0,1
어린이핑크물김치양념,33.0,,0.7,0.03,,8.13,3.47,,,,,,9.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
어린이한우곰탕,20.0,,2.5,1.1,,0.0,0.0,,,,,,140.0,,,,,,,,,2.5,0.3,0.0,,3.0,,,2.0,1471000.0,1
어린이한우된장국,20.0,,1.5,1.5,,0.5,0.35,,,,,,160.0,,,,,,,,,1.5,0.0,0.0,,3.0,,,2.0,1471000.0,1
어린이한우미역국,15.0,,2.0,0.5,,0.5,0.0,,,,,,210.0,,,,,,,,,2.5,0.0,0.0,,3.0,,,2.0,1471000.0,1
어만두닭,147.5,,7.0,7.0,,14.5,4.5,,,,,,515.0,,,,,,,,,20.0,2.1,0.0,,3.0,,,2.0,1471000.0,2
어메이징유부초밥,177.0,,4.15,3.58,,32.08,10.0,,,,,,583.0,,,,,,,,,1.13,2.26,0.06,,3.0,,,2.0,1471000.0,1
어메이징파스타,140.0,,4.85,3.93,,21.24,2.77,,,,,,257.0,,,,,,,,,5.08,0.95,0.0,,3.0,,,2.0,1471000.0,2
어묵,138.5,,12.612499999999999,3.72,,15.1875,3.335,,,,,,487.0,,,,,,,,,16.0075,1.23,0.5,,3.0,,,2.0,1471000.0,4
어묵가락국수,100.0,,4.48,0.62,,19.31,1.72,,,,,,638.0,,,,,,,,,0.0,0.21,0.0,,3.0,,,2.0,1471000.0,1
어묵국,84.25,92.8,4.595,3.66,0.87,8.3575,3.175,0.4,19.0,0.19,25.0,110.0,500.0,3.0,0.0,32.0,0.029,0.011,0.389,0.0,0.0,11.93,1.2850000000000001,0.0075,,3.0,,,1.75,1471000.0,4
어묵김밥,227.0,,5.6,10.5,,27.725,4.15,,,,,,412.5,,,,,,,,,1.9,0.8999999999999999,0.2,,3.0,,,2.0,1471000.0,2
어묵꼬마김밥,157.0,,4.17,1.67,,30.83,0.83,,,,,,237.0,,,,,,,,,1.67,0.0,0.0,,3.0,,,2.0,1471000.0,1
어묵나베,141.0,,10.0,2.7,,19.0,2.0,,,,,,595.0,,,,,,,,,16.0,0.3,0.0,,3.0,,,2.0,1471000.0,1
어묵대장,122.0,,12.0,2.0,,14.0,5.0,,,,,,641.0,,,,,,,,,18.0,0.4,0.0,,3.0,,,2.0,1471000.0,1
어묵떡볶이,149.0,,8.0,1.0,,27.0,10.0,,,,,,667.0,,,,,,,,,10.0,0.2,0.01,,3.0,,,2.0,1471000.0,1
어묵라볶이,158.0,,5.67,3.88,,25.37,2.09,0.1,24.0,0.11,,48.0,313.0,,,,,,,,0.0,0.3,1.49,0.0,,3.0,,,2.0,1471000.0,1
어묵말이,172.0,,5.273333333333333,4.136666666666667,,28.393333333333334,1.1266666666666667,,,,,,456.6666666666667,,,,,,,,,7.06,0.7766666666666667,0.0,,3.0,,,2.0,1471000.0,3
어묵말이야,155.0,,9.4,1.3,,26.4,3.5,,,,,,638.0,,,,,,,,,7.8,0.3,0.0,,3.0,,,2.0,1471000.0,1
어묵맵바,155.0,,8.3,1.8,,25.7,2.7,1.1,35.0,0.2,,79.0,553.0,,,,,,,,0.3,14.6,0.4,0.0,,3.0,,,2.0,1471000.0,1
어묵면,149.0,,6.75,4.475,,20.45,3.125,,,,,,449.25,,,,,,,,,13.85,1.775,0.025,,3.0,,,2.0,1471000.0,4
어묵무국,33.0,,1.33,1.6,,3.33,0.67,,,,,,120.0,,,,,,,,,3.33,0.53,0.0,,3.0,,,2.0,1471000.0,1
어묵배추볶음,46.0,,3.08,1.69,,5.38,1.54,,,,,,154.0,,,,,,,,,3.85,0.0,0.0,,3.0,,,2.0,1471000.0,1
어묵볶음,192.33333333333334,,7.75,6.010000000000001,,26.833333333333332,4.84,,,,,,637.6666666666666,,,,,,,,,11.910000000000002,1.0533333333333335,0.04,,3.0,,,2.0,1471000.0,3
어묵쏙만두,154.66666666666666,,12.266666666666666,4.806666666666667,,15.659999999999998,4.09,,,,,,593.3333333333334,,,,,,,,,27.24,1.46,0.006666666666666667,,3.0,,,2.0,1471000.0,3
어묵야채조림,40.0,,2.0,1.13,,5.33,0.54,,,,,,347.0,,,,,,,,,1.83,0.0,0.0,,3.0,,,2.0,1471000.0,1
어묵우동,104.33333333333333,,2.283333333333333,1.45,,20.51666666666667,0.8333333333333334,,,,,,376.0,,,,,,,,,0.6233333333333334,0.39666666666666667,0.0,,3.0,,,2.0,1471000.0,3
어묵유부전골,135.0,,7.6,3.2,,18.9,4.0,,,,,,885.0,,,,,,,,,11.3,0.5,0.0,,3.0,,,2.0,1471000.0,1
어묵이랑,91.0,,2.2,2.15,,15.85,6.6499999999999995,,,,,,627.5,,,,,,,,,6.8500000000000005,0.3,0.0,,3.0,,,2.0,1471000.0,2
어묵잔멸치볶음,240.0,,27.33,5.5,,19.17,6.67,,,,,,122.0,,,,,,,,,84.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
어묵잡채,130.0,,6.1,9.84,,11.74,3.58,,,,,,550.0,,,,,,,,,12.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
어묵전,294.0,,11.18,21.18,,12.94,6.47,,,,,,82.0,,,,,,,,,85.29,3.53,0.24,,3.0,,,2.0,1471000.0,1
어묵채,181.0,,12.4,2.6,,27.1,3.6,,,,,,678.0,,,,,,,,,12.9,0.5,0.0,,3.0,,,2.0,1471000.0,1
어묵채소볶음,74.0,,3.31,4.02,,6.06,3.24,,,,,,165.0,,,,,,,,,0.0,0.38,0.0,,3.0,,,2.0,1471000.0,1
어묵컵볶이,169.5,,3.445,1.1600000000000001,,36.2775,0.8975,,,,,,356.25,,,,,,,,,0.88,0.4325,0.0,,3.0,,,2.0,1471000.0,4
어묵탕,66.875,,4.1175,1.46,,9.28875,1.69,,,,,,616.75,,,,,,,,,16.95375,0.375,0.00125,,3.0,,,2.0,1471000.0,8
어묵탕모듬어묵,130.0,,12.0,2.5,,16.0,5.0,,,,,,690.0,,,,,,,,,20.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
어묵탕용어묵,149.0,,12.0,2.3,,20.0,5.0,,,,,,720.0,,,,,,,,,10.0,0.5,0.0,,3.0,,,2.0,1471000.0,1
어물떡,187.0,,8.71,2.32,,32.7,0.36,,,,,,627.0,,,,,,,,,11.23,0.51,0.0,,3.0,,,2.0,1471000.0,1
어부가만든민물새우탕,33.0,,2.57,0.5,,4.58,1.22,,,,,,373.0,,,,,,,,,15.82,0.06,0.0,,3.0,,,2.0,1471000.0,1
어소떡,216.5,,10.015,9.52,,26.595,0.95,,,,,,424.5,,,,,,,,,15.23,5.845,0.52,,3.0,,,2.0,1471000.0,2
어울림스테이크,189.0,,20.0,8.0,,8.0,1.33,,,,,,233.0,,,,,,,,,68.0,3.07,0.2,,3.0,,,2.0,1471000.0,1
어육세절김밥속햄,129.0,,13.6,2.3,,13.4,3.2,,,,,,986.0,,,,,,,,,35.4,0.1,0.0,,3.0,,,2.0,1471000.0,1
어육소시지,126.8,,12.752,4.042,,9.812000000000001,3.808,,,,,,591.0,,,,,,,,,24.898000000000003,0.614,0.006,,3.0,,,2.0,1471000.0,5
어탕,33.0,,2.29,1.42,,2.79,0.565,,,,,,369.5,,,,,,,,,8.915000000000001,0.315,0.005,,3.0,,,2.0,1471000.0,2
어향가지덮밥,119.0,,4.38,2.75,,18.75,0.47,,,,,,88.0,,,,,,,,,9.38,0.88,0.0,,3.0,,,2.0,1471000.0,1
어향가지돼지구이,88.0,,10.17,1.93,,6.1,2.03,,,,,,298.0,,,,,,,,,27.12,0.58,0.0,,3.0,,,2.0,1471000.0,1
어향육사덮밥,175.0,,4.41,5.76,,26.44,6.1,,,,,,664.0,,,,,,,,,8.48,1.19,0.0,,3.0,,,2.0,1471000.0,1
언리미트포크만두,171.0,,7.62,5.71,,22.86,2.86,,,,,,333.0,,,,,,,,,0.0,0.95,0.0,,3.0,,,2.0,1471000.0,1
언양식불고기김밥,141.5,,5.29,2.615,,24.095,1.9849999999999999,,,,,,350.5,,,,,,,,,4.165,0.55,0.0,,3.0,,,2.0,1471000.0,2
언양식불고기삼각김밥,165.0,,4.35,2.17,,31.3,0.0,,,,,,252.0,,,,,,,,,4.35,0.96,0.0,,3.0,,,2.0,1471000.0,1
얼갈이김치,40.0,,2.0,0.8,,6.0,4.0,,,,,,600.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼갈이된장국,21.666666666666668,,1.7333333333333334,0.36999999999999994,,2.91,1.1366666666666667,,,,,,527.3333333333334,,,,,,,,,0.03,0.0,0.0,,3.0,,,2.0,1471000.0,3
얼갈이배추나물,13.0,,0.67,0.0,,2.67,1.33,,,,,,77.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼갈이배추된장국,20.0,,2.0,0.83,,1.5,0.33,,,,,,197.0,,,,,,,,,0.0,0.13,0.0,,3.0,,,2.0,1471000.0,1
얼갈이양해장국,11.0,,0.61,0.54,,0.93,0.23,,,,,,183.0,,,,,,,,,0.16,0.06,0.0,,3.0,,,2.0,1471000.0,1
얼갈이열무물김치,30.0,,3.0,1.0,,3.0,1.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼갈이우거지된장국,80.0,,6.33,2.0,,9.0,4.67,,,,,,1670.0,,,,,,,,,8.9,0.27,0.0,,3.0,,,2.0,1471000.0,1
얼갈이콩나물된장국,13.0,,0.75,0.39,,1.5,1.25,,,,,,210.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰고기짬뽕탕,58.0,,4.44,2.89,,3.56,0.89,,,,,,533.0,,,,,,,,,12.22,0.84,0.0,,3.0,,,2.0,1471000.0,1
얼큰곤이알탕,31.0,,4.25,1.08,,1.25,0.75,,,,,,390.0,,,,,,,,,71.25,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰국밥,45.0,,5.0,1.8,,3.0,1.0,,,,,,670.0,,,,,,,,,20.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰낙지김치죽,67.5,,2.25,1.4000000000000001,,11.5,1.0,,,,,,360.0,,,,,,,,,8.75,0.375,0.0,,3.0,,,2.0,1471000.0,2
얼큰닭개장죽,74.0,,3.03,2.42,,10.0,0.91,,,,,,297.0,,,,,,,,,4.55,0.67,0.0,,3.0,,,2.0,1471000.0,1
얼큰돈까스김치나베,169.0,,10.36,10.2,,8.99,2.52,,,,,,933.0,,,,,,,,,6.54,3.22,0.1,,3.0,,,2.0,1471000.0,1
얼큰동태찌개,49.0,,7.0,0.9,,3.0,2.0,,,,,,385.0,,,,,,,,,52.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰동태탕,47.0,,3.67,3.17,,0.83,0.83,,,,,,380.0,,,,,,,,,20.0,0.6,0.1,,3.0,,,2.0,1471000.0,1
얼큰돼지국밥,34.0,,3.4,1.4,,1.8,0.0,,,,,,136.0,,,,,,,,,9.0,0.48,0.0,,3.0,,,2.0,1471000.0,1
얼큰들깨장어탕,73.0,,3.425,5.775,,1.85,0.0,0.4,70.0,0.8,,102.0,138.25,,,,,,,,,4.5,0.4,0.0,,3.0,,,2.0,1471000.0,4
얼큰뚝배기파스타,131.0,,4.24,2.91,,21.85,2.27,,,,,,634.0,,,,,,,,,8.4,0.46,0.02,,3.0,,,2.0,1471000.0,1
얼큰라면맛볶음밥,188.0,,3.0,4.5,,34.0,1.0,,,,,,465.0,,,,,,,,,5.0,1.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰마라탕,160.0,,7.18,8.82,,12.965,1.395,,,,,,830.5,,,,,,,,,15.895,3.27,0.355,,3.0,,,2.0,1471000.0,2
얼큰만두뚝배기,58.0,,3.33,2.17,,6.17,0.67,,,,,,334.0,,,,,,,,,3.5,0.62,0.02,,3.0,,,2.0,1471000.0,1
얼큰선지해장국,34.0,,4.0,0.91,,2.57,1.71,,,,,,371.0,,,,,,,,,21.43,0.2,0.0,,3.0,,,2.0,1471000.0,1
얼큰소고기국밥,60.0,,5.140000000000001,3.35,,2.245,0.18,,,,,,305.5,,,,,,,,,15.68,1.375,0.15,,3.0,,,2.0,1471000.0,2
얼큰소고기무국,35.0,,3.0,2.0,,1.2,0.8,,,,,,160.0,,,,,,,,,5.0,0.8,0.0,,3.0,,,2.0,1471000.0,1
얼큰소고기뭇국,32.0,,2.67,1.8,,1.31,0.7,,,,,,315.0,,,,,,,,,6.6,0.5,0.01,,3.0,,,2.0,1471000.0,1
얼큰소고기순두부찌개,43.0,,3.6,1.5,,3.9,1.3,,,,,,267.0,,,,,,,,,0.0,0.06,0.0,,3.0,,,2.0,1471000.0,1
얼큰소고기쌀국수,77.0,,2.33,5.63,,4.12,1.44,,,,,,399.0,,,,,,,,,7.5,1.23,0.1,,3.0,,,2.0,1471000.0,1
얼큰소고기장터국,51.0,,2.14,3.14,,3.43,1.14,,,,,,357.0,,,,,,,,,4.29,0.51,0.0,,3.0,,,2.0,1471000.0,1
얼큰소고기장터국밥,106.0,,4.36,2.2,,17.11,0.89,,,,,,608.0,,,,,,,,,4.42,0.61,0.03,,3.0,,,2.0,1471000.0,1
얼큰소고기해장국,90.0,,7.0,3.1,,6.0,2.0,,,,,,1900.0,,,,,,,,,10.0,1.5,0.0,,3.0,,,2.0,1471000.0,1
얼큰소우거지국밥,190.0,,15.0,9.0,,12.0,0.6,,,,,,1560.0,,,,,,,,,25.0,2.5,0.2,,3.0,,,2.0,1471000.0,1
얼큰순대국,69.0,,5.495,3.62,,3.5949999999999998,0.41000000000000003,,,,,,318.5,,,,,,,,,30.665,1.26,0.01,,3.0,,,2.0,1471000.0,2
얼큰순대국밥,46.5,,3.58,3.0,,1.165,0.25,,,,,,222.5,,,,,,,,,9.585,0.7849999999999999,0.01,,3.0,,,2.0,1471000.0,2
얼큰순두부찌개,49.333333333333336,,3.31,2.4133333333333336,,3.486666666666667,1.58,,,,,,466.3333333333333,,,,,,,,,2.5,0.44333333333333336,0.0033333333333333335,,3.0,,,2.0,1471000.0,3
얼큰순살감자탕,93.0,,3.87,1.94,,14.84,1.29,,,,,,250.0,,,,,,,,,2.26,0.47,0.0,,3.0,,,2.0,1471000.0,1
얼큰순살닭볶음탕,159.0,,9.25,3.64,,22.28,1.53,,,,,,329.0,,,,,,,,,30.21,1.03,0.05,,3.0,,,2.0,1471000.0,1
얼큰시래기해장국,96.0,,9.0,6.0,,1.0,0.0,,,,,,188.0,,,,,,,,,68.0,2.1,0.0,,3.0,,,2.0,1471000.0,1
얼큰안동국시,115.0,,5.0,1.2,,21.0,1.0,,,,,,800.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰알탕,65.0,,10.7,1.36,,3.08,1.89,,,,,,648.0,,,,,,,,,27.07,0.28,0.0,,3.0,,,2.0,1471000.0,1
얼큰양곰탕,38.5,,4.220000000000001,1.665,,1.555,0.44,,,,,,427.5,,,,,,,,,17.22,0.455,0.0,,3.0,,,2.0,1471000.0,2
얼큰우거지해장국,98.0,,9.0,6.0,,0.0,0.0,,,,,,183.0,,,,,,,,,63.0,2.4,0.0,,3.0,,,2.0,1471000.0,1
얼큰육개장죽,73.0,,2.0,1.7,,12.5,0.5,,,,,,265.0,,,,,,,,,10.0,0.25,0.0,,3.0,,,2.0,1471000.0,1
얼큰장어탕,26.5,,2.91,1.155,,1.255,0.2,,,,,,331.5,,,,,,,,,6.835,0.2,0.0,,3.0,,,2.0,1471000.0,2
얼큰차돌곰국수,41.0,,1.25,2.17,,4.06,1.22,,,,,,367.0,,,,,,,,,3.33,0.46,0.0,,3.0,,,2.0,1471000.0,1
얼큰차돌순두부찌개,222.0,,12.63,12.11,,15.79,2.37,,,,,,933.0,,,,,,,,,37.63,4.74,0.5,,3.0,,,2.0,1471000.0,1
얼큰추어탕,47.0,,2.44,2.44,,3.78,1.11,,,,,,378.0,,,,,,,,,7.78,0.4,0.0,,3.0,,,2.0,1471000.0,1
얼큰토장국,24.0,,2.0,0.6,,2.62,1.19,,,,,,224.0,,,,,,,,,1.31,0.1,0.0,,3.0,,,2.0,1471000.0,1
얼큰한고추장찌개,149.0,,4.62,4.1,,24.1,2.05,,,,,,791.0,,,,,,,,,5.13,1.49,0.0,,3.0,,,2.0,1471000.0,1
얼큰한대구탕,33.0,,6.1,0.5,,0.93,0.4,,,,,,320.0,,,,,,,,,48.0,0.09,0.0,,3.0,,,2.0,1471000.0,1
얼큰한동태탕,36.0,,6.0,0.51,,1.71,0.0,,,,,,414.0,,,,,,,,,42.86,0.11,0.0,,3.0,,,2.0,1471000.0,1
얼큰한맛쌀국수,342.0,,10.87,1.2,,72.83,6.52,,,,,,1707.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
얼큰한소시지부대찌개,64.0,,2.71,4.58,,2.92,1.46,,,,,,665.0,,,,,,,,,8.54,2.29,0.06,,3.0,,,2.0,1471000.0,1
얼큰한술국,199.0,,10.0,9.0,,18.0,1.0,,,,,,642.0,,,,,,,,,111.0,3.2,0.1,,3.0,,,2.0,1471000.0,1
얼큰한알탕,27.0,,3.14,0.6,,2.29,0.0,,,,,,531.0,,,,,,,,,45.71,0.2,0.0,,3.0,,,2.0,1471000.0,1
얼큰한우국밥,34.0,,2.34,1.9,,1.91,0.57,,,,,,415.0,,,,,,,,,4.62,0.46,0.03,,3.0,,,2.0,1471000.0,1
얼큰한우순두부찌개,47.0,,4.0,1.7,,4.0,1.1,,,,,,342.0,,,,,,,,,2.9,0.21,0.0,,3.0,,,2.0,1471000.0,1
얼큰해장죽,87.0,,2.22,3.33,,11.85,0.74,,,,,,56.0,,,,,,,,,9.26,1.07,0.09,,3.0,,,2.0,1471000.0,1
얼큰황태해장국,31.5,,3.405,0.365,,3.58,1.26,,,,,,399.0,,,,,,,,,0.415,0.08,0.0,,3.0,,,2.0,1471000.0,2
엄마밥상사골황태국,36.0,,4.33,0.82,,2.83,0.12,,,,,,210.0,,,,,,,,,5.0,0.25,0.0,,3.0,,,2.0,1471000.0,1
엄마밥상청국장,67.0,,5.835,3.415,,4.75,1.67,,,,,,369.0,,,,,,,,,0.0,0.64,0.0,,3.0,,,2.0,1471000.0,2
엄마손계란샌드위치,254.0,,8.39,14.19,,23.23,4.52,,,,,,445.0,,,,,,,,,193.55,2.45,0.0,,3.0,,,2.0,1471000.0,1
엄마손김밥,143.0,,4.37,2.58,,25.84,2.78,,,,,,501.0,,,,,,,,,13.32,0.46,0.0,,3.0,,,2.0,1471000.0,1
엄마손맛한우된장찌개,34.0,,2.5,0.9,,3.9,1.2,,,,,,274.0,,,,,,,,,3.4,0.31,0.0,,3.0,,,2.0,1471000.0,1
엄마손자반볶음,595.0,,17.0,45.0,,29.0,0.0,,,,,,1520.0,,,,,,,,,0.0,6.0,0.0,,3.0,,,2.0,1471000.0,1
엄마의제육볶음도시락,186.0,,8.43,6.99,,22.41,4.1,,,,,,389.0,,,,,,,,,48.67,1.93,0.0,,3.0,,,2.0,1471000.0,1
엄지고추잡채볶음밥,167.0,,6.67,5.67,,28.33,2.67,,,,,,420.0,,,,,,,,,16.67,0.57,0.0,,3.0,,,2.0,1471000.0,1
엄지군만두,180.0,,9.33,6.0,,22.0,0.8,,,,,,187.0,,,,,,,,,4.13,3.4,0.0,,3.0,,,2.0,1471000.0,1
엄지김치손만두,260.0,,3.3,5.2,,49.6,3.1,,,,,,339.0,,,,,,,,,9.0,1.6,0.0,,3.0,,,2.0,1471000.0,1
엄지김치왕교자,164.0,,6.9,7.38,,17.62,0.71,,,,,,495.0,,,,,,,,,2.38,2.14,0.0,,3.0,,,2.0,1471000.0,1
엄지대패삼겹볶음밥,200.0,,5.0,9.33,,24.0,1.67,,,,,,373.0,,,,,,,,,3.33,1.13,0.0,,3.0,,,2.0,1471000.0,1
엄지떡볶이볶음밥,168.0,,3.0,2.0,,34.33,2.67,,,,,,447.0,,,,,,,,,0.0,0.8,0.0,,3.0,,,2.0,1471000.0,1
엄지물만두,190.0,,4.0,7.0,,28.0,3.0,,,,,,505.0,,,,,,,,,10.0,2.5,0.5,,3.0,,,2.0,1471000.0,2
